County,City,Model_Year,Make,Model,EV_Type,CAFV_Eligibility,Electric_Range,Electric_Utility,Vehicle_Age,Has_Range_Data,Has_MSRP
King,Bothell,2020,Tesla,Model 3,BEV,Eligible,266.0,Puget Sound Energy Inc,5,1,0
King,Bellevue,2022,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Kirkland,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Newcastle,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Issaquah,2023,Volkswagen,Id.4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2020,Tesla,Model 3,BEV,Eligible,266.0,Bonneville Power Administration,5,1,0
King,Kirkland,2024,Genesis,Gv70,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
Cowlitz,Longview,2017,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Bonneville Power Administration,8,1,0
King,Kirkland,2022,Kia,Ev6,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Snohomish,Snohomish,2025,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Clark,Vancouver,2020,Chevrolet,Bolt Ev,BEV,Eligible,259.0,Bonneville Power Administration,5,1,0
King,Kirkland,2019,Volkswagen,E-Golf,BEV,Eligible,125.0,Puget Sound Energy Inc,6,1,0
Clark,Vancouver,2025,Rivian,R1S,BEV,Unknown,,Bonneville Power Administration,0,0,0
King,Burien,2022,Chevrolet,Bolt Euv,BEV,Unknown,,City Of Tacoma - (Wa),3,0,0
King,Seattle,2022,Volvo,C40,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Seattle,2024,Hyundai,Kona,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Seattle,2024,Nissan,Leaf,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Bellevue,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Seattle,2023,Nissan,Leaf,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Redmond,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Clark,Vancouver,2018,Tesla,Model X,BEV,Eligible,238.0,Bonneville Power Administration,7,1,0
King,Auburn,2022,Nissan,Leaf,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Bellevue,2024,Kia,Ev9,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2016,Tesla,Model X,BEV,Eligible,200.0,Puget Sound Energy Inc,9,1,0
King,Seattle,2022,Tesla,Model S,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Beaux Arts,2024,Rivian,R1S,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Vancouver,2014,Chevrolet,Volt,PHEV,Eligible,38.0,Bonneville Power Administration,11,1,0
Clark,Vancouver,2020,Tesla,Model Y,BEV,Eligible,291.0,Bonneville Power Administration,5,1,0
King,Beaux Arts,2023,Jeep,Wrangler,PHEV,Not Eligible,21.0,Puget Sound Energy Inc,2,1,0
King,Kirkland,2024,Bmw,Ix,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2025,Nissan,Ariya,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Bothell,2020,Tesla,Model 3,BEV,Eligible,322.0,Puget Sound Energy Inc,5,1,0
King,Newcastle,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Shoreline,2024,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Kirkland,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
Snohomish,Lake Stevens,2017,Tesla,Model X,BEV,Eligible,200.0,Puget Sound Energy Inc,8,1,0
King,Seattle,2023,Audi,Q4,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Newcastle,2024,Audi,Q4,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Vancouver,2018,Tesla,Model S,BEV,Eligible,249.0,Bonneville Power Administration,7,1,0
King,Kent,2024,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bothell,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Kitsap,Bainbridge Island,2022,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Sammamish,2025,Mercedes-Benz,Eqs-Class Suv,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kirkland,2024,Honda,Prologue,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2025,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Tukwila,2023,Tesla,Model S,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2023,Volvo,Xc40,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2020,Tesla,Model 3,BEV,Eligible,308.0,Puget Sound Energy Inc,5,1,0
King,Federal Way,2024,Mitsubishi,Outlander,PHEV,Eligible,38.0,Puget Sound Energy Inc,1,1,0
Jefferson,Port Townsend,2021,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Bonneville Power Administration,4,1,0
King,Kirkland,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Kitsap,Kingston,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
Thurston,Olympia,2024,Tesla,Model S,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Shoreline,2024,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Bellevue,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Shoreline,2023,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Issaquah,2024,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Vancouver,2021,Volkswagen,Id.4,BEV,Unknown,,Bonneville Power Administration,4,0,0
Clark,Vancouver,2026,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,0,0,0
King,Kent,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Clark,Camas,2023,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Bonneville Power Administration,2,1,0
Clark,Vancouver,2020,Toyota,Prius Prime (Phev),PHEV,Not Eligible,25.0,Bonneville Power Administration,5,1,0
King,Kirkland,2024,Honda,Prologue,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2024,Honda,Prologue,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Yakima,Selah,2025,Kia,Ev9,BEV,Unknown,,Pacificorp,0,0,0
King,Issaquah,2024,Rivian,R1S,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Medina,2022,Tesla,Model X,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Bellevue,2024,Nissan,Ariya,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Kirkland,2022,Polestar,Ps2,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Redmond,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
King,Kirkland,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
King,Kirkland,2022,Bmw,X5,PHEV,Eligible,30.0,Puget Sound Energy Inc,3,1,0
Snohomish,Edmonds,2023,Bmw,X5,PHEV,Eligible,30.0,Puget Sound Energy Inc,2,1,0
King,Bellevue,2024,Cadillac,Lyriq,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Newcastle,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Shoreline,2024,Hyundai,Ioniq 5,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Seattle,2022,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Bellevue,2016,Tesla,Model S,BEV,Eligible,210.0,Puget Sound Energy Inc,9,1,0
King,Bothell,2023,Volvo,Xc60,PHEV,Eligible,35.0,Puget Sound Energy Inc,2,1,0
King,Bellevue,2022,Bmw,I4,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Seattle,2019,Kia,Niro,BEV,Eligible,239.0,City Of Seattle - (Wa),6,1,0
King,Seattle,2023,Kia,Ev6,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kirkland,2020,Chevrolet,Bolt Ev,BEV,Eligible,259.0,Puget Sound Energy Inc,5,1,0
King,Kent,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Cowlitz,Longview,2024,Rivian,R1S,BEV,Unknown,,Bonneville Power Administration,1,0,0
King,Kirkland,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
Clark,Vancouver,2024,Toyota,Prius Prime (Phev),PHEV,Eligible,39.0,Bonneville Power Administration,1,1,0
Clark,Vancouver,2023,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Bellevue,2024,Kia,Sorento,PHEV,Eligible,32.0,Puget Sound Energy Inc,1,1,0
Thurston,Olympia,2024,Kia,Niro,PHEV,Eligible,33.0,Puget Sound Energy Inc,1,1,0
Snohomish,Bothell,2022,Mini,Hardtop,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Snohomish,Snohomish,2019,Tesla,Model X,BEV,Eligible,289.0,Puget Sound Energy Inc,6,1,0
King,Seattle,2018,Kia,Niro,PHEV,Not Eligible,26.0,City Of Seattle - (Wa),7,1,0
King,Seattle,2023,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kent,2023,Jeep,Grand Cherokee,PHEV,Not Eligible,25.0,Puget Sound Energy Inc,2,1,0
King,Lake Forest Park,2024,Kia,Ev9,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Clark,Vancouver,2018,Honda,Clarity,PHEV,Eligible,47.0,Bonneville Power Administration,7,1,0
King,Bellevue,2024,Porsche,Taycan,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2022,Nissan,Leaf,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Federal Way,2025,Bmw,X5,PHEV,Eligible,40.0,Puget Sound Energy Inc,0,1,0
Kitsap,Kingston,2020,Tesla,Model X,BEV,Eligible,289.0,Puget Sound Energy Inc,5,1,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Seattle,2019,Audi,E-Tron,BEV,Eligible,204.0,City Of Seattle - (Wa),6,1,0
King,Sammamish,2023,Rivian,R1T,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2020,Tesla,Model X,BEV,Eligible,293.0,Puget Sound Energy Inc,5,1,0
King,Federal Way,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kirkland,2022,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Issaquah,2023,Hyundai,Ioniq 5,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Renton,2023,Nissan,Ariya,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kent,2024,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Puget Sound Energy Inc,1,1,0
King,Redmond,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Seattle,2013,Chevrolet,Volt,PHEV,Eligible,38.0,City Of Seattle - (Wa),12,1,0
King,Kirkland,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kent,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
King,Renton,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2025,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Seattle,2021,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
Kitsap,Bainbridge Island,2019,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Puget Sound Energy Inc,6,1,0
King,Kent,2024,Subaru,Solterra,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Kitsap,Poulsbo,2024,Kia,Sportage,PHEV,Eligible,34.0,Puget Sound Energy Inc,1,1,0
King,Bellevue,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Snohomish,Lynnwood,2025,Audi,Q5 E,PHEV,Not Eligible,23.0,Puget Sound Energy Inc,0,1,0
King,Kent,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2019,Tesla,Model 3,BEV,Eligible,220.0,Bonneville Power Administration,6,1,0
King,Bellevue,2025,Chevrolet,Equinox,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Tukwila,2024,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Thurston,Rainier,2020,Kia,Niro,PHEV,Not Eligible,26.0,Puget Sound Energy Inc,5,1,0
King,Kirkland,2024,Kia,Ev6,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Sammamish,2024,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Bothell,2021,Nissan,Leaf,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Newcastle,2025,Polestar,Polestar 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Snohomish,Marysville,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2020,Jaguar,I-Pace,BEV,Eligible,234.0,Puget Sound Energy Inc,5,1,0
King,Bellevue,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Thurston,Olympia,2020,Tesla,Model S,BEV,Eligible,337.0,Puget Sound Energy Inc,5,1,0
King,Renton,2022,Chevrolet,Bolt Euv,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Bellevue,2016,Tesla,Model X,BEV,Eligible,200.0,Puget Sound Energy Inc,9,1,0
Clark,Vancouver,2023,Kia,Sportage,PHEV,Eligible,34.0,Bonneville Power Administration,2,1,0
King,Seattle,2025,Hyundai,Ioniq 5,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Bellevue,2025,Rivian,R1S,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kirkland,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kent,2016,Tesla,Model X,BEV,Eligible,200.0,Puget Sound Energy Inc,9,1,0
King,Bellevue,2020,Tesla,Model X,BEV,Eligible,289.0,Puget Sound Energy Inc,5,1,0
Thurston,Rainier,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Clark,Camas,2023,Bmw,X5,PHEV,Eligible,30.0,Bonneville Power Administration,2,1,0
Thurston,Olympia,2017,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Puget Sound Energy Inc,8,1,0
Cowlitz,Kelso,2020,Tesla,Model 3,BEV,Eligible,322.0,Bonneville Power Administration,5,1,0
King,Kirkland,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2025,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Renton,2025,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kirkland,2023,Bmw,I4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Kitsap,Olalla,2023,Toyota,Bz4X,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2024,Cadillac,Lyriq,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Renton,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Kitsap,Bainbridge Island,2025,Kia,Niro,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Des Moines,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2024,Kia,Sportage,PHEV,Eligible,34.0,Puget Sound Energy Inc,1,1,0
King,Enumclaw,2024,Chevrolet,Blazer,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2022,Chevrolet,Bolt Euv,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Kirkland,2023,Volkswagen,Id.4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2016,Tesla,Model X,BEV,Eligible,200.0,Puget Sound Energy Inc,9,1,0
King,Bellevue,2023,Chevrolet,Bolt Euv,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Renton,2023,Jeep,Wrangler,PHEV,Not Eligible,21.0,Puget Sound Energy Inc,2,1,0
King,Bellevue,2021,Porsche,Taycan,BEV,Eligible,203.0,Puget Sound Energy Inc,4,1,0
King,Seattle,2020,Kia,Niro,PHEV,Not Eligible,26.0,City Of Seattle - (Wa),5,1,0
King,Bellevue,2024,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Federal Way,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2025,Chevrolet,Equinox,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Pacific,2020,Tesla,Model Y,BEV,Eligible,291.0,Puget Sound Energy Inc,5,1,0
King,Federal Way,2023,Kia,Niro,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2024,Bmw,X5,PHEV,Eligible,39.0,City Of Seattle - (Wa),1,1,0
King,Bellevue,2018,Tesla,Model X,BEV,Eligible,238.0,Puget Sound Energy Inc,7,1,0
King,Seattle,2017,Nissan,Leaf,BEV,Eligible,107.0,City Of Seattle - (Wa),8,1,0
Clark,La Center,2024,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,1,0,0
King,Bellevue,2023,Rivian,R1T,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2022,Nissan,Leaf,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Federal Way,2025,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Bellevue,2025,Kia,Niro,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Clark,Vancouver,2023,Bmw,X5,PHEV,Eligible,30.0,Bonneville Power Administration,2,1,0
King,Seattle,2023,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Redmond,2025,Hyundai,Kona,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Clark,Battle Ground,2023,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Seattle,2024,Ford,Escape,PHEV,Eligible,37.0,City Of Seattle - (Wa),1,1,0
King,Tukwila,2022,Ford,Transit,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Seattle,2021,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
King,Seattle,2023,Mercedes-Benz,Eqb-Class,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Seattle,2022,Ford,Mustang Mach-E,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Shoreline,2018,Tesla,Model 3,BEV,Eligible,215.0,City Of Seattle - (Wa),7,1,0
Kitsap,Bainbridge Island,2025,Bmw,X5,PHEV,Eligible,40.0,Puget Sound Energy Inc,0,1,0
Clark,Vancouver,2023,Audi,Q4,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Seattle,2022,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
Clark,La Center,2019,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Bonneville Power Administration,6,1,0
Snohomish,Lynnwood,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2017,Tesla,Model S,BEV,Eligible,210.0,City Of Seattle - (Wa),8,1,0
Clark,Vancouver,2023,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Kirkland,2024,Bmw,Ix,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2024,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Kitsap,Bainbridge Island,2024,Bmw,X5,PHEV,Eligible,39.0,Puget Sound Energy Inc,1,1,0
King,Kirkland,2024,Bmw,I4,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Redmond,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Seattle,2023,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Clark,Vancouver,2023,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,2,0,0
Snohomish,Lake Stevens,2024,Jeep,Wrangler,PHEV,Not Eligible,21.0,Puget Sound Energy Inc,1,1,0
King,Redmond,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Seattle,2021,Jeep,Wrangler,PHEV,Not Eligible,25.0,City Of Seattle - (Wa),4,1,0
King,Seattle,2025,Hyundai,Ioniq 5,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Bellevue,2023,Kia,Niro,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Camas,2023,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Seattle,2024,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Redmond,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kirkland,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2020,Tesla,Model Y,BEV,Eligible,291.0,Puget Sound Energy Inc,5,1,0
King,Kent,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
King,Seattle,2023,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Seattle,2024,Chevrolet,Equinox,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Seattle,2021,Polestar,Ps2,BEV,Eligible,233.0,City Of Seattle - (Wa),4,1,0
King,Seattle,2023,Rivian,R1S,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Kitsap,Bainbridge Island,2025,Rivian,R1T,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Newcastle,2022,Bmw,X5,PHEV,Eligible,30.0,Puget Sound Energy Inc,3,1,0
King,Seattle,2025,Lucid,Air,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Seattle,2023,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Snohomish,Lake Stevens,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,La Center,2021,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,4,0,0
Yakima,Yakima,2014,Chevrolet,Volt,PHEV,Eligible,38.0,Pacificorp,11,1,0
Jefferson,Port Ludlow,2017,Toyota,Prius Prime (Phev),PHEV,Not Eligible,25.0,Bonneville Power Administration,8,1,0
King,Seattle,2024,Volvo,Xc60,PHEV,Eligible,35.0,City Of Seattle - (Wa),1,1,0
King,Kirkland,2025,Volvo,S60,PHEV,Eligible,41.0,Puget Sound Energy Inc,0,1,0
King,Kirkland,2021,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Puget Sound Energy Inc,4,1,0
Clark,Brush Prairie,2023,Jeep,Wrangler,PHEV,Not Eligible,21.0,Bonneville Power Administration,2,1,0
King,Issaquah,2024,Kia,Ev9,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Vancouver,2017,Tesla,Model X,BEV,Eligible,200.0,Bonneville Power Administration,8,1,0
Cowlitz,Longview,2025,Ford,F-150,BEV,Unknown,,Bonneville Power Administration,0,0,0
King,Newcastle,2022,Mini,Hardtop,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Kirkland,2020,Tesla,Model Y,BEV,Eligible,291.0,Puget Sound Energy Inc,5,1,0
King,Bellevue,2022,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Yakima,Grandview,2024,Tesla,Model 3,BEV,Unknown,,Bonneville Power Administration,1,0,0
King,Seattle,2023,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kirkland,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Kitsap,Bainbridge Island,2025,Hyundai,Ioniq 5,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2021,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
King,Kirkland,2017,Ford,C-Max,PHEV,Not Eligible,20.0,Puget Sound Energy Inc,8,1,0
King,Kirkland,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Auburn,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2021,Nissan,Leaf,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
King,Renton,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Clark,La Center,2017,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Bonneville Power Administration,8,1,0
King,Seattle,2025,Kia,Niro,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Kirkland,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Thurston,Tumwater,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Snohomish,Everett,2023,Bmw,I4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Issaquah,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Woodinville,2023,Ford,Transit,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Shoreline,2024,Chevrolet,Equinox,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Shoreline,2024,Kia,Ev9,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Seattle,2023,Rivian,R1S,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
